iteration,valid_rmse
228,3.0561833009507073
229,3.056135151187181
230,3.0560831505414385
231,3.0562063292385653
232,3.056672170950445
233,3.0567278590719824
234,3.056779540749526
235,3.056843030327238
236,3.0560758074725998
237,3.055462440200875
238,3.0550587171236416
239,3.0553037298764023
240,3.0548890485661446
241,3.0542157997867703
242,3.0540744026682556
243,3.053246467322757
244,3.052724360084102
245,3.0526892788769886
246,3.0526003299408444
247,3.0519724061421143
248,3.0516320979005407
249,3.0514558472424254
250,3.0517976767509563
251,3.0512322958094775
252,3.0512588893128996
253,3.050130843935547
254,3.050672460142844
255,3.0496283226163476
256,3.0499851288016897
257,3.0499980315744577
258,3.050192689944691
259,3.0498571223964563
260,3.049197809681307
261,3.0494766163896188
262,3.049438431375917
263,3.0491211227899866
264,3.049407248074649
265,3.049572084693414
266,3.0485555843408028
267,3.0468920756557982
268,3.046176558918714
269,3.0458177432629623
270,3.0460546119949083
271,3.0462938088007157
272,3.045942023342952
273,3.0448157905849103
274,3.0442845125248605
275,3.044174892559264
276,3.0438608216298286
277,3.0439923241033138
278,3.044534639877298
279,3.0436653921756407
280,3.04310109350923
281,3.0432589573066497
282,3.0427850477712597
283,3.0427980061726303
284,3.042988055587978
285,3.042248935781872
286,3.0420516021877595
287,3.0416603089705303
288,3.041440178121625
289,3.0416498168899997
290,3.0407264967618133
291,3.040560271789193
292,3.039975038304942
293,3.039153240030204
294,3.039472299419504
295,3.03899743569284
296,3.0389406226766806
297,3.0387347928138997
298,3.0387549383712256
299,3.0379761879757137
300,3.037849834013892
301,3.038683093841579
302,3.0380193771860373
303,3.0380226428406076
304,3.037952588444652
305,3.0376709288087587
306,3.0380419983615474
307,3.037933986199174
308,3.037959962875807
309,3.0378678454696755
310,3.0375236882274876
311,3.0372081388821806
312,3.036878857121283
313,3.0364671284161835
314,3.0363820428292057
315,3.036437350857948
316,3.036010535588697
317,3.035607644664851
318,3.035403083742919
319,3.035589753716416
320,3.035655544143146
321,3.035097716650457
322,3.0350257224915915
323,3.034983495439641
324,3.035058288153976
325,3.034744244571014
326,3.0346486210387527
327,3.034783073849416
328,3.0349832731644413
329,3.0346780583442636
330,3.034065821606118
331,3.0337784257200213
332,3.033567966488902
333,3.033118728605637
334,3.032903617965084
335,3.032506514550342
336,3.031598937551093
337,3.031310413680653
338,3.031887666317907
339,3.0318949397752872
340,3.0313968376096936
341,3.0315218979868273
342,3.0313463132837413
343,3.031498903832994
344,3.0307995902741904
345,3.030375889153012
346,3.029977163652815
347,3.029888132415669
348,3.030390061578079
349,3.0303321799051095
350,3.0303888754298143
351,3.0305401611183926
352,3.0303593318311224
353,3.030429771741876
354,3.030231590486687
355,3.0302751826392216
356,3.0311806723437495
357,3.0316238496384416
358,3.031534297262462
359,3.031477811473746
360,3.031165107715678
361,3.0312965414600503
362,3.0309506342553436
363,3.0310158486247496
364,3.030930546044616
365,3.0305293713772987
366,3.030157570592204
367,3.0299595110905506
368,3.0298883306536726
369,3.0295520558736646
370,3.0293776621985167
371,3.0294980540695438
372,3.0295681094419202
373,3.0294265673757983
374,3.0295329434605938
375,3.0297452737768804
376,3.029879865217618
377,3.0300275790167013
378,3.0294154996408773
379,3.0291728958691824
380,3.029404842527226
381,3.0291427586547877
382,3.029177665069764
383,3.0293008326494886
384,3.0290261410169386
385,3.029112428935937
386,3.029463203577794
387,3.0293799310580325
388,3.02966446558307
389,3.029304313838005
390,3.029388144247969
391,3.0289412511560525
392,3.028964921530719
393,3.0295112533515134
394,3.029418612227892
395,3.029580355362042
396,3.029705709397468
397,3.029873742256415
398,3.029448422962707
399,3.0295100296159245
400,3.02920993922222
401,3.0290051971285465
402,3.0289956003006733
403,3.028419530298719
404,3.028367294880879
405,3.029189779754834
406,3.0294270812402533
407,3.0292006727776526
408,3.0290217035657423
409,3.0289832421380343
410,3.0288708859058344
411,3.029100190546414
412,3.0295339295425734
413,3.0294718373300418
414,3.0290580265790235
415,3.0293189287489097
416,3.029685682153304
417,3.0294720046549424
418,3.0292948578062937
419,3.029176966819595
420,3.0294027337845066
421,3.029119257309003
422,3.028897196555381
423,3.0289218622903453
424,3.028671229277863
425,3.0294782736826753
426,3.029488701311171
427,3.0296634075091493
428,3.0293112050274655
429,3.029161476034896
430,3.028818655736927
431,3.0293075179869606
432,3.0288692430790007
433,3.0285188382775514
434,3.028431636094016
435,3.028479476477074
436,3.0284445293838615
437,3.0282056036308425
438,3.028284299688916
439,3.028045156340415
440,3.027963367105238
441,3.0290659632067944
442,3.028915000040172
443,3.0284703199470684
444,3.0283787834645564
445,3.028463730702527
446,3.028588847852718
447,3.0287827217636143
448,3.028913950093546
449,3.0289718187162658
450,3.0289189729741945
451,3.0290907656880255
452,3.0287681537297204
453,3.02880952952607
454,3.0287402981393567
455,3.0288289984474694
456,3.0288469862961973
457,3.0288070080551357
458,3.0286916799309433
459,3.0289381522250616
460,3.0285161200848867
461,3.0283851748054795
462,3.028617112519509
463,3.0285819744831675
464,3.028683413619459
465,3.0287630346675454
466,3.0288288786274546
467,3.0287520709093347
468,3.028811338244079
469,3.028835381415153
470,3.0284803596461414
471,3.028639639513999
472,3.02880776709196
473,3.028368066237285
474,3.0284269109068482
475,3.02857526167155
476,3.0285219209418988
477,3.028525978691393
478,3.028255995003273
479,3.0283254274810587
480,3.028355179051834
481,3.027977226274598
482,3.0283381009966877
483,3.028514431306309
484,3.0285454403046317
485,3.028657336784215
486,3.0287361279429073
487,3.028966612124356
488,3.029835558853573
489,3.030037125249827
490,3.0302242111845255
